date,region,sales
2018-11-24,south,286225
2018-11-24,east,314721
2018-11-24,west,256036
2018-11-25,north,308025
2018-11-25,south,310249
2018-11-25,east,322624
2018-11-25,west,332929
2018-11-26,north,303601
2018-11-26,south,264196
2018-11-26,east,305809
2018-11-26,west,302500
2018-11-27,north,349281
2018-11-27,south,301401
2018-11-27,east,330625
2018-11-27,west,300304
2018-11-28,north,346921
2018-11-28,south,331776
2018-11-28,east,328329
2018-11-28,west,312481
2018-11-29,north,315844
2018-11-29,south,259081
2018-11-29,east,316969
2018-11-29,west,315844
2018-11-30,north,299209
2018-11-30,south,308025
2018-11-30,east,342225
2018-11-30,west,267289
2018-12-01,north,308025
2018-12-01,south,259081
2018-12-01,east,262144
2018-12-01,west,304704
2018-12-02,north,271441
2018-12-02,south,268324
2018-12-02,east,285156
2018-12-02,west,335241
2018-12-03,north,252004
2018-12-03,south,342225
2018-12-03,east,274576
2018-12-03,west,287296
2018-12-04,north,329476
2018-12-04,south,355216
2018-12-04,east,355216
2018-12-04,west,279841
2018-12-05,north,312481
2018-12-05,south,330625
2018-12-05,east,332929
2018-12-05,west,256036
2018-12-06,north,335241
2018-12-06,south,358801
2018-12-06,east,306916
2018-12-06,west,306916
2018-12-07,north,327184
2018-12-07,south,283024
2018-12-07,east,303601
2018-12-07,west,297025
2018-12-08,north,352836
2018-12-08,south,349281
2018-12-08,east,342225
2018-12-08,west,328329
2018-12-09,north,335241
2018-12-09,south,266256
2018-12-09,east,308025
2018-12-09,west,305809
2018-12-10,north,305809
2018-12-10,south,275625
2018-12-10,east,253009
2018-12-10,west,346921
2018-12-11,north,253009
2018-12-11,south,259081
2018-12-11,east,275625
2018-12-11,west,291600
2018-12-12,north,292681
2018-12-12,south,292681
2018-12-12,east,349281
2018-12-12,west,337561
2018-12-13,north,328329
2018-12-13,south,352836
2018-12-13,east,326041
2018-12-13,west,281961
2018-12-14,north,327184
2018-12-14,south,315844
2018-12-14,east,273529
2018-12-14,west,322624
2018-12-15,north,268324
2018-12-15,south,265225
2018-12-15,east,279841
2018-12-15,west,360000
2018-12-16,north,297025
2018-12-16,south,291600
2018-12-16,east,360000
2018-12-16,west,299209
2018-12-17,north,297025
2018-12-17,south,259081
2018-12-17,east,293764
2018-12-17,west,327184
2018-12-18,north,342225
2018-12-18,south,342225
2018-12-18,east,286225
2018-12-18,west,351649
2018-12-19,north,272484
2018-12-19,south,272484
2018-12-19,east,358801
2018-12-19,west,348100
2018-12-20,north,332929
2018-12-20,south,267289
2018-12-20,east,346921
2018-12-20,west,293764
2018-12-21,north,305809
2018-12-21,south,324900
2018-12-21,east,264196
2018-12-21,west,273529
2018-12-22,north,350464
2018-12-22,south,276676
2018-12-22,east,309136
2018-12-22,west,259081
2018-12-23,north,348100
2018-12-23,south,292681
2018-12-23,east,324900
2018-12-23,west,332929
2018-12-24,north,336400
2018-12-24,south,295936
2018-12-24,east,328329
2018-12-24,west,250000
2018-12-25,north,254016
2018-12-25,south,286225
2018-12-25,east,292681
2018-12-25,west,261121
2018-12-26,north,314721
2018-12-26,south,334084
2018-12-26,east,265225
2018-12-26,west,279841
2018-12-27,north,276676
2018-12-27,south,302500
2018-12-27,east,295936
2018-12-27,west,326041
2018-12-28,north,302500
2018-12-28,south,357604
2018-12-28,east,345744
2018-12-28,west,358801
2018-12-29,north,293764
2018-12-29,south,357604
2018-12-29,east,319225
2018-12-29,west,336400
2018-12-30,north,343396
2018-12-30,south,354025
2018-12-30,east,284089
2018-12-30,west,316969
2018-12-31,north,259081
2018-12-31,south,324900
2018-12-31,east,280900
2018-12-31,west,303601
2019-01-01,north,256036
2019-01-01,south,295936
2019-01-01,east,342225
2019-01-01,west,267289
2019-01-02,north,346921
2019-01-02,south,286225
2019-01-02,east,318096
2019-01-02,west,357604
2019-01-03,north,319225
2019-01-03,south,335241
2019-01-03,east,275625
2019-01-03,west,253009
2019-01-04,north,280900
2019-01-04,south,250000
2019-01-04,east,280900
2019-01-04,west,298116
2019-01-05,north,344569
2019-01-05,south,280900
2019-01-05,east,330625
2019-01-05,west,267289
2019-01-06,north,300304
2019-01-06,south,351649
2019-01-06,east,357604
2019-01-06,west,298116
2019-01-07,north,300304
2019-01-07,south,301401
2019-01-07,east,318096
2019-01-07,west,292681
2019-01-08,north,329476
2019-01-08,south,267289
2019-01-08,east,332929
2019-01-08,west,321489
2019-01-09,north,250000
2019-01-09,south,345744
2019-01-09,east,345744
2019-01-09,west,297025
2019-01-10,north,346921
2019-01-10,south,267289
2019-01-10,east,254016
2019-01-10,west,315844
2019-01-11,north,306916
2019-01-11,south,254016
2019-01-11,east,287296
2019-01-11,west,288369
2019-01-12,north,272484
2019-01-12,south,349281
2019-01-12,east,323761
2019-01-12,west,341056
2019-01-13,north,267289
2019-01-13,south,251001
2019-01-13,east,262144
2019-01-13,west,331776
2019-01-14,north,318096
2019-01-14,south,257049
2019-01-14,east,320356
2019-01-14,west,356409
2019-01-15,north,286225
2019-01-15,south,344569
2019-01-15,east,290521
2019-01-15,west,251001
2019-01-16,north,266256
2019-01-16,south,334084
2019-01-16,east,252004
2019-01-16,west,261121
2019-01-17,north,280900
2019-01-17,south,323761
2019-01-17,east,253009
2019-01-17,west,303601
2019-01-18,north,274576
2019-01-18,south,271441
2019-01-18,east,297025
2019-01-18,west,334084
2019-01-19,north,279841
2019-01-19,south,252004
2019-01-19,east,316969
2019-01-19,west,321489
2019-01-20,north,323761
2019-01-20,south,269361
2019-01-20,east,329476
2019-01-20,west,294849
2019-01-21,north,288369
2019-01-21,south,255025
2019-01-21,east,289444
2019-01-21,west,281961
2019-01-22,north,328329
2019-01-22,south,252004
2019-01-22,east,357604
2019-01-22,west,332929
2019-01-23,north,306916
2019-01-23,south,331776
2019-01-23,east,271441
2019-01-23,west,306916
2019-01-24,north,301401
2019-01-24,south,298116
2019-01-24,east,269361
2019-01-24,west,256036
2019-01-25,north,270400
2019-01-25,south,304704
2019-01-25,east,323761
2019-01-25,west,346921
2019-01-26,north,310249
2019-01-26,south,315844
2019-01-26,east,303601
2019-01-26,west,301401
2019-01-27,north,258064
2019-01-27,south,251001
2019-01-27,east,261121
2019-01-27,west,354025
2019-01-28,north,332929
2019-01-28,south,352836
2019-01-28,east,270400
2019-01-28,west,352836
2019-01-29,north,250000
2019-01-29,south,331776
2019-01-29,east,286225
2019-01-29,west,289444
2019-01-30,north,352836
2019-01-30,south,298116
2019-01-30,east,358801
2019-01-30,west,299209
2019-01-31,north,302500
2019-01-31,south,262144
2019-01-31,east,284089
2019-01-31,west,336400
2019-02-01,north,339889
2019-02-01,south,277729
2019-02-01,east,306916
2019-02-01,west,253009
2019-02-02,north,283024
2019-02-02,south,298116
2019-02-02,east,338724
2019-02-02,west,288369
2019-02-03,north,285156
2019-02-03,south,329476
2019-02-03,east,334084
2019-02-03,west,339889
2019-02-04,north,266256
2019-02-04,south,301401
2019-02-04,east,270400
2019-02-04,west,264196
2019-02-05,north,290521
2019-02-05,south,305809
2019-02-05,east,311364
2019-02-05,west,258064
2019-02-06,north,267289
2019-02-06,south,329476
2019-02-06,east,271441
2019-02-06,west,318096
2019-02-07,north,334084
2019-02-07,south,278784
2019-02-07,east,306916
2019-02-07,west,265225
2019-02-08,north,306916
2019-02-08,south,289444
2019-02-08,east,328329
2019-02-08,west,355216
2019-02-09,north,351649
2019-02-09,south,308025
2019-02-09,east,286225
2019-02-09,west,299209
2019-02-10,north,330625
2019-02-10,south,288369
2019-02-10,east,270400
2019-02-10,west,275625
2019-02-11,north,271441
2019-02-11,south,349281
2019-02-11,east,262144
2019-02-11,west,267289
2019-02-12,north,274576
2019-02-12,south,287296
2019-02-12,east,341056
2019-02-12,west,334084
2019-02-13,north,315844
2019-02-13,south,352836
2019-02-13,east,250000
2019-02-13,west,332929
2019-02-14,north,330625
2019-02-14,south,276676
2019-02-14,east,270400
2019-02-14,west,300304
2019-02-15,north,272484
2019-02-15,south,278784
2019-02-15,east,319225
2019-02-15,west,334084
2019-02-16,north,357604
2019-02-16,south,332929
2019-02-16,east,311364
2019-02-16,west,284089
2019-02-17,north,254016
2019-02-17,south,303601
2019-02-17,east,329476
2019-02-17,west,299209
2019-02-18,north,319225
2019-02-18,south,339889
2019-02-18,east,331776
2019-02-18,west,345744
2019-02-19,north,327184
2019-02-19,south,284089
2019-02-19,east,283024
2019-02-19,west,300304
2019-02-20,north,336400
2019-02-20,south,299209
2019-02-20,east,272484
2019-02-20,west,304704
2019-02-21,north,284089
2019-02-21,south,330625
2019-02-21,east,332929
2019-02-21,west,328329
2019-02-22,north,348100
2019-02-22,south,357604
2019-02-22,east,330625
2019-02-22,west,326041
2019-02-23,north,284089
2019-02-23,south,337561
2019-02-23,east,256036
2019-02-23,west,289444
2019-02-24,north,318096
2019-02-24,south,342225
2019-02-24,east,303601
2019-02-24,west,258064
2019-02-25,north,297025
2019-02-25,south,334084
2019-02-25,east,326041
2019-02-25,west,276676
2019-02-26,north,272484
2019-02-26,south,303601
2019-02-26,east,252004
2019-02-26,west,304704
2019-02-27,north,281961
2019-02-27,south,265225
2019-02-27,east,334084
2019-02-27,west,297025
2019-02-28,north,324900
2019-02-28,south,273529
2019-02-28,east,332929
2019-02-28,west,284089
2019-03-01,north,281961
2019-03-01,south,323761
2019-03-01,east,298116
2019-03-01,west,263169
2019-03-02,north,352836
2019-03-02,south,357604
2019-03-02,east,287296
2019-03-02,west,316969
2019-03-03,north,320356
2019-03-03,south,256036
2019-03-03,east,281961
2019-03-03,west,288369
2019-03-04,north,279841
2019-03-04,south,315844
2019-03-04,east,256036
2019-03-04,west,295936
2019-03-05,north,272484
2019-03-05,south,273529
2019-03-05,east,337561
2019-03-05,west,269361
2019-03-06,north,338724
2019-03-06,south,306916
2019-03-06,east,311364
2019-03-06,west,287296
2019-03-07,north,267289
2019-03-07,south,277729
2019-03-07,east,270400
2019-03-07,west,311364
2019-03-08,north,257049
2019-03-08,south,352836
2019-03-08,east,290521
2019-03-08,west,358801
2019-03-09,north,261121
2019-03-09,south,339889
2019-03-09,east,304704
2019-03-09,west,300304
2019-03-10,north,265225
2019-03-10,south,350464
2019-03-10,east,302500
2019-03-10,west,335241
2019-03-11,north,305809
2019-03-11,south,329476
2019-03-11,east,316969
2019-03-11,west,318096
2019-03-12,north,256036
2019-03-12,south,277729
2019-03-12,east,293764
2019-03-12,west,309136
2019-03-13,north,258064
2019-03-13,south,358801
2019-03-13,east,264196
2019-03-13,west,303601
2019-03-14,north,312481
2019-03-14,south,258064
2019-03-14,east,318096
2019-03-14,west,322624
2019-03-15,north,301401
2019-03-15,south,310249
2019-03-15,east,271441
2019-03-15,west,302500
2019-03-16,north,271441
2019-03-16,south,313600
2019-03-16,east,331776
2019-03-16,west,313600
2019-03-17,north,314721
2019-03-17,south,298116
2019-03-17,east,265225
2019-03-17,west,310249
2019-03-18,north,321489
2019-03-18,south,255025
2019-03-18,east,345744
2019-03-18,west,309136
2019-03-19,north,312481
2019-03-19,south,341056
2019-03-19,east,297025
2019-03-19,west,286225
2019-03-20,north,297025
2019-03-20,south,283024
2019-03-20,east,287296
2019-03-20,west,351649
2019-03-21,north,350464
2019-03-21,south,297025
2019-03-21,east,356409
2019-03-21,west,351649
2019-03-22,north,338724
2019-03-22,south,265225
2019-03-22,east,346921
2019-03-22,west,332929
2019-03-23,north,334084
2019-03-23,south,253009
2019-03-23,east,315844
2019-03-23,west,358801
2019-03-24,north,272484
2019-03-24,south,269361
2019-03-24,east,358801
2019-03-24,west,342225
2019-03-25,north,302500
2019-03-25,south,250000
2019-03-25,east,268324
2019-03-25,west,334084
2019-03-26,north,321489
2019-03-26,south,352836
2019-03-26,east,358801
2019-03-26,west,269361
2019-03-27,north,309136
2019-03-27,south,275625
2019-03-27,east,287296
2019-03-27,west,259081
2019-03-28,north,256036
2019-03-28,south,253009
2019-03-28,east,346921
2019-03-28,west,269361
2019-03-29,north,286225
2019-03-29,south,315844
2019-03-29,east,304704
2019-03-29,west,303601
2019-03-30,north,329476
2019-03-30,south,281961
2019-03-30,east,269361
2019-03-30,west,324900
2019-03-31,north,354025
2019-03-31,south,324900
2019-03-31,east,303601
2019-03-31,west,274576
2019-04-01,north,254016
2019-04-01,south,357604
2019-04-01,east,273529
2019-04-01,west,287296
2019-04-02,north,292681
2019-04-02,south,356409
2019-04-02,east,354025
2019-04-02,west,294849
2019-04-03,north,263169
2019-04-03,south,293764
2019-04-03,east,319225
2019-04-03,west,256036
2019-04-04,north,260100
2019-04-04,south,314721
2019-04-04,east,306916
2019-04-04,west,295936
2019-04-05,north,289444
2019-04-05,south,286225
2019-04-05,east,306916
2019-04-05,west,326041
2019-04-06,north,339889
2019-04-06,south,326041
2019-04-06,east,327184
2019-04-06,west,269361
2019-04-07,north,286225
2019-04-07,south,297025
2019-04-07,east,256036
2019-04-07,west,295936
2019-04-08,north,326041
2019-04-08,south,351649
2019-04-08,east,337561
2019-04-08,west,275625
2019-04-09,north,331776
2019-04-09,south,328329
2019-04-09,east,342225
2019-04-09,west,290521
2019-04-10,north,264196
2019-04-10,south,293764
2019-04-10,east,253009
2019-04-10,west,298116
2019-04-11,north,277729
2019-04-11,south,313600
2019-04-11,east,273529
2019-04-11,west,297025
2019-04-12,north,263169
2019-04-12,south,279841
2019-04-12,east,281961
2019-04-12,west,277729
2019-04-13,north,255025
2019-04-13,south,288369
2019-04-13,east,300304
2019-04-13,west,357604
2019-04-14,north,250000
2019-04-14,south,335241
2019-04-14,east,329476
2019-04-14,west,345744
2019-04-15,north,260100
2019-04-15,south,285156
2019-04-15,east,258064
2019-04-15,west,348100
2019-04-16,north,283024
2019-04-16,south,309136
2019-04-16,east,278784
2019-04-16,west,326041
2019-04-17,north,273529
2019-04-17,south,315844
2019-04-17,east,301401
2019-04-17,west,253009
2019-04-18,north,280900
2019-04-18,south,302500
2019-04-18,east,269361
2019-04-18,west,275625
2019-04-19,north,349281
2019-04-19,south,294849
2019-04-19,east,258064
2019-04-19,west,254016
2019-04-20,north,257049
2019-04-20,south,303601
2019-04-20,east,278784
2019-04-20,west,326041
2019-04-21,north,314721
2019-04-21,south,339889
2019-04-21,east,265225
2019-04-21,west,294849
2019-04-22,north,261121
2019-04-22,south,279841
2019-04-22,east,310249
2019-04-22,west,302500
2019-04-23,north,309136
2019-04-23,south,311364
2019-04-23,east,331776
2019-04-23,west,256036
2019-04-24,north,268324
2019-04-24,south,328329
2019-04-24,east,338724
2019-04-24,west,308025
2019-04-25,north,251001
2019-04-25,south,318096
2019-04-25,east,330625
2019-04-25,west,345744
2019-04-26,north,324900
2019-04-26,south,297025
2019-04-26,east,345744
2019-04-26,west,343396
2019-04-27,north,336400
2019-04-27,south,350464
2019-04-27,east,336400
2019-04-27,west,291600
2019-04-28,north,272484
2019-04-28,south,322624
2019-04-28,east,276676
2019-04-28,west,251001
2019-04-29,north,285156
2019-04-29,south,356409
2019-04-29,east,341056
2019-04-29,west,360000
2019-04-30,north,328329
2019-04-30,south,346921
2019-04-30,east,250000
2019-04-30,west,292681
2019-05-01,north,308025
2019-05-01,south,360000
2019-05-01,east,332929
2019-05-01,west,264196
2019-05-02,north,275625
2019-05-02,south,266256
2019-05-02,east,358801
2019-05-02,west,257049
2019-05-03,north,270400
2019-05-03,south,257049
2019-05-03,east,286225
2019-05-03,west,336400
2019-05-04,north,290521
2019-05-04,south,337561
2019-05-04,east,294849
2019-05-04,west,339889
2019-05-05,north,254016
2019-05-05,south,338724
2019-05-05,east,260100
2019-05-05,west,288369
2019-05-06,north,273529
2019-05-06,south,316969
2019-05-06,east,269361
2019-05-06,west,270400
2019-05-07,north,302500
2019-05-07,south,319225
2019-05-07,east,291600
2019-05-07,west,300304
2019-05-08,north,360000
2019-05-08,south,255025
2019-05-08,east,354025
2019-05-08,west,302500
2019-05-09,north,358801
2019-05-09,south,299209
2019-05-09,east,308025
2019-05-09,west,346921
2019-05-10,north,250000
2019-05-10,south,355216
2019-05-10,east,330625
2019-05-10,west,269361
2019-05-11,north,251001
2019-05-11,south,256036
2019-05-11,east,302500
2019-05-11,west,289444
2019-05-12,north,337561
2019-05-12,south,258064
2019-05-12,east,344569
2019-05-12,west,337561
2019-05-13,north,271441
2019-05-13,south,327184
2019-05-13,east,270400
2019-05-13,west,289444
2019-05-14,north,290521
2019-05-14,south,344569
2019-05-14,east,297025
2019-05-14,west,289444
2019-05-15,north,253009
2019-05-15,south,302500
2019-05-15,east,342225
2019-05-15,west,273529
2019-05-16,north,286225
2019-05-16,south,319225
2019-05-16,east,306916
2019-05-16,west,286225
2019-05-17,north,332929
2019-05-17,south,280900
2019-05-17,east,291600
2019-05-17,west,341056
2019-05-18,north,261121
2019-05-18,south,335241
2019-05-18,east,287296
2019-05-18,west,306916
2019-05-19,north,358801
2019-05-19,south,331776
2019-05-19,east,315844
2019-05-19,west,302500
2019-05-20,north,319225
2019-05-20,south,341056
2019-05-20,east,354025
2019-05-20,west,309136
2019-05-21,north,255025
2019-05-21,south,314721
2019-05-21,east,357604
2019-05-21,west,261121
2019-05-22,north,284089
2019-05-22,south,344569
2019-05-22,east,344569
2019-05-22,west,329476
2019-05-23,north,293764
2019-05-23,south,309136
2019-05-23,east,299209
2019-05-23,west,336400
2019-05-24,north,302500
2019-05-24,south,292681
2019-05-24,east,303601
2019-05-24,west,349281
2019-05-25,north,355216
2019-05-25,south,277729
2019-05-25,east,312481
2019-05-25,west,273529
2019-05-26,north,356409
2019-05-26,south,290521
2019-05-26,east,298116
2019-05-26,west,264196
2019-05-27,north,280900
2019-05-27,south,322624
2019-05-27,east,313600
2019-05-27,west,259081
2019-05-28,north,297025
2019-05-28,south,342225
2019-05-28,east,270400
2019-05-28,west,261121
2019-05-29,north,284089
2019-05-29,south,312481
2019-05-29,east,277729
2019-05-29,west,313600
2019-05-30,north,318096
2019-05-30,south,300304
2019-05-30,east,327184
2019-05-30,west,344569
2019-05-31,north,327184
2019-05-31,south,345744
2019-05-31,east,312481
2019-05-31,west,286225
2019-06-01,north,313600
2019-06-01,south,319225
2019-06-01,east,266256
2019-06-01,west,316969
2019-06-02,north,342225
2019-06-02,south,323761
2019-06-02,east,269361
2019-06-02,west,300304
2019-06-03,north,328329
2019-06-03,south,313600
2019-06-03,east,277729
2019-06-03,west,339889
2019-06-04,north,285156
2019-06-04,south,322624
2019-06-04,east,285156
2019-06-04,west,268324
2019-06-05,north,295936
2019-06-05,south,270400
2019-06-05,east,301401
2019-06-05,west,270400
2019-06-06,north,306916
2019-06-06,south,265225
2019-06-06,east,289444
2019-06-06,west,338724
2019-06-07,north,326041
2019-06-07,south,309136
2019-06-07,east,251001
2019-06-07,west,343396
2019-06-08,north,304704
2019-06-08,south,270400
2019-06-08,east,324900
2019-06-08,west,312481
2019-06-09,north,352836
2019-06-09,south,308025
2019-06-09,east,352836
2019-06-09,west,358801
2019-06-10,north,320356
2019-06-10,south,316969
2019-06-10,east,292681
2019-06-10,west,346921
2019-06-11,north,297025
2019-06-11,south,271441
2019-06-11,east,354025
2019-06-11,west,257049
2019-06-12,north,331776
2019-06-12,south,255025
2019-06-12,east,266256
2019-06-12,west,312481
2019-06-13,north,279841
2019-06-13,south,328329
2019-06-13,east,279841
2019-06-13,west,349281
2019-06-14,north,269361
2019-06-14,south,313600
2019-06-14,east,349281
2019-06-14,west,253009
2019-06-15,north,285156
2019-06-15,south,357604
2019-06-15,east,345744
2019-06-15,west,354025
2019-06-16,north,306916
2019-06-16,south,271441
2019-06-16,east,310249
2019-06-16,west,261121
2019-06-17,north,279841
2019-06-17,south,254016
2019-06-17,east,262144
2019-06-17,west,272484
2019-06-18,north,346921
2019-06-18,south,289444
2019-06-18,east,350464
2019-06-18,west,331776
2019-06-19,north,289444
2019-06-19,south,274576
2019-06-19,east,289444
2019-06-19,west,334084
2019-06-20,north,272484
2019-06-20,south,295936
2019-06-20,east,354025
2019-06-20,west,348100
2019-06-21,north,330625
2019-06-21,south,264196
2019-06-21,east,312481
2019-06-21,west,261121
2019-06-22,north,276676
2019-06-22,south,326041
2019-06-22,east,350464
2019-06-22,west,255025
2019-06-23,north,279841
2019-06-23,south,348100
2019-06-23,east,349281
2019-06-23,west,310249
2019-06-24,north,322624
2019-06-24,south,265225
2019-06-24,east,310249
2019-06-24,west,360000
2019-06-25,north,288369
2019-06-25,south,358801
2019-06-25,east,292681
2019-06-25,west,350464
2019-06-26,north,312481
2019-06-26,south,360000
2019-06-26,east,357604
2019-06-26,west,315844
2019-06-27,north,310249
2019-06-27,south,297025
2019-06-27,east,336400
2019-06-27,west,310249
2019-06-28,north,310249
2019-06-28,south,348100
2019-06-28,east,349281
2019-06-28,west,277729
2019-06-29,north,261121
2019-06-29,south,302500
2019-06-29,east,262144
2019-06-29,west,266256
2019-06-30,north,354025
2019-06-30,south,289444
2019-06-30,east,273529
2019-06-30,west,360000
2019-07-01,north,300304
2019-07-01,south,305809
2019-07-01,east,305809
2019-07-01,west,300304
2019-07-02,north,304704
2019-07-02,south,272484
2019-07-02,east,315844
2019-07-02,west,312481
2019-07-03,north,348100
2019-07-03,south,316969
2019-07-03,east,322624
2019-07-03,west,360000
2019-07-04,north,352836
2019-07-04,south,338724
2019-07-04,east,259081
2019-07-04,west,277729
2019-07-05,north,256036
2019-07-05,south,268324
2019-07-05,east,266256
2019-07-05,west,261121
2019-07-06,north,356409
2019-07-06,south,276676
2019-07-06,east,351649
2019-07-06,west,322624
2019-07-07,north,279841
2019-07-07,south,281961
2019-07-07,east,300304
2019-07-07,west,313600
2019-07-08,north,289444
2019-07-08,south,322624
2019-07-08,east,358801
2019-07-08,west,348100
2019-07-09,north,286225
2019-07-09,south,315844
2019-07-09,east,357604
2019-07-09,west,326041
2019-07-10,north,342225
2019-07-10,south,250000
2019-07-10,east,295936
2019-07-10,west,360000
2019-07-11,north,360000
2019-07-11,south,302500
2019-07-11,east,322624
2019-07-11,west,280900
2019-07-12,north,351649
2019-07-12,south,268324
2019-07-12,east,297025
2019-07-12,west,287296
2019-07-13,north,356409
2019-07-13,south,351649
2019-07-13,east,259081
2019-07-13,west,316969
2019-07-14,north,352836
2019-07-14,south,306916
2019-07-14,east,291600
2019-07-14,west,318096
2019-07-15,north,267289
2019-07-15,south,291600
2019-07-15,east,330625
2019-07-15,west,285156
2019-07-16,north,256036
2019-07-16,south,344569
2019-07-16,east,263169
2019-07-16,west,289444
2019-07-17,north,266256
2019-07-17,south,267289
2019-07-17,east,329476
2019-07-17,west,306916
2019-07-18,north,253009
2019-07-18,south,349281
2019-07-18,east,346921
2019-07-18,west,277729
2019-07-19,north,293764
2019-07-19,south,334084
2019-07-19,east,344569
2019-07-19,west,305809
2019-07-20,north,298116
2019-07-20,south,263169
2019-07-20,east,352836
2019-07-20,west,331776
2019-07-21,north,338724
2019-07-21,south,262144
2019-07-21,east,328329
2019-07-21,west,349281
2019-07-22,north,288369
2019-07-22,south,308025
2019-07-22,east,252004
2019-07-22,west,338724
2019-07-23,north,348100
2019-07-23,south,334084
2019-07-23,east,323761
2019-07-23,west,291600
2019-07-24,north,273529
2019-07-24,south,304704
2019-07-24,east,290521
2019-07-24,west,298116
2019-07-25,north,321489
2019-07-25,south,326041
2019-07-25,east,269361
2019-07-25,west,330625
2019-07-26,north,286225
2019-07-26,south,348100
2019-07-26,east,269361
2019-07-26,west,342225
2019-07-27,north,335241
2019-07-27,south,354025
2019-07-27,east,265225
2019-07-27,west,270400
2019-07-28,north,253009
2019-07-28,south,344569
2019-07-28,east,267289
2019-07-28,west,314721
2019-07-29,north,300304
2019-07-29,south,287296
2019-07-29,east,328329
2019-07-29,west,357604
2019-07-30,north,345744
2019-07-30,south,254016
2019-07-30,east,321489
2019-07-30,west,358801
2019-07-31,north,334084
2019-07-31,south,356409
2019-07-31,east,344569
2019-07-31,west,279841
2019-08-01,north,283024
2019-08-01,south,264196
2019-08-01,east,324900
2019-08-01,west,321489
2019-08-02,north,301401
2019-08-02,south,258064
2019-08-02,east,352836
2019-08-02,west,327184
2019-08-03,north,341056
2019-08-03,south,315844
2019-08-03,east,345744
2019-08-03,west,342225
2019-08-04,north,276676
2019-08-04,south,263169
2019-08-04,east,337561
2019-08-04,west,283024
2019-08-05,north,252004
2019-08-05,south,259081
2019-08-05,east,293764
2019-08-05,west,260100
2019-08-06,north,257049
2019-08-06,south,326041
2019-08-06,east,344569
2019-08-06,west,269361
2019-08-07,north,278784
2019-08-07,south,345744
2019-08-07,east,292681
2019-08-07,west,350464
2019-08-08,north,339889
2019-08-08,south,323761
2019-08-08,east,294849
2019-08-08,west,349281
2019-08-09,north,343396
2019-08-09,south,310249
2019-08-09,east,305809
2019-08-09,west,299209
2019-08-10,north,283024
2019-08-10,south,293764
2019-08-10,east,269361
2019-08-10,west,319225
2019-08-11,north,305809
2019-08-11,south,313600
2019-08-11,east,314721
2019-08-11,west,318096
2019-08-12,north,273529
2019-08-12,south,336400
2019-08-12,east,302500
2019-08-12,west,273529
2019-08-13,north,321489
2019-08-13,south,312481
2019-08-13,east,261121
2019-08-13,west,279841
2019-08-14,north,326041
2019-08-14,south,288369
2019-08-14,east,258064
2019-08-14,west,330625
2019-08-15,north,344569
2019-08-15,south,273529
2019-08-15,east,309136
2019-08-15,west,271441
2019-08-16,north,334084
2019-08-16,south,258064
2019-08-16,east,332929
2019-08-16,west,308025
2019-08-17,north,324900
2019-08-17,south,253009
2019-08-17,east,263169
2019-08-17,west,261121
2019-08-18,north,354025
2019-08-18,south,308025
2019-08-18,east,329476
2019-08-18,west,305809
2019-08-19,north,356409
2019-08-19,south,313600
2019-08-19,east,264196
2019-08-19,west,321489
2019-08-20,north,310249
2019-08-20,south,304704
2019-08-20,east,262144
2019-08-20,west,360000
2019-08-21,north,286225
2019-08-21,south,310249
2019-08-21,east,280900
2019-08-21,west,265225
2019-08-22,north,250000
2019-08-22,south,351649
2019-08-22,east,304704
2019-08-22,west,332929
2019-08-23,north,289444
2019-08-23,south,352836
2019-08-23,east,294849
2019-08-23,west,297025
2019-08-24,north,266256
2019-08-24,south,350464
2019-08-24,east,337561
2019-08-24,west,335241
2019-08-25,north,300304
2019-08-25,south,293764
2019-08-25,east,313600
2019-08-25,west,258064
2019-08-26,north,255025
2019-08-26,south,322624
2019-08-26,east,303601
2019-08-26,west,268324
2019-08-27,north,300304
2019-08-27,south,311364
2019-08-27,east,308025
2019-08-27,west,342225
2019-08-28,north,272484
2019-08-28,south,305809
2019-08-28,east,255025
2019-08-28,west,351649
2019-08-29,north,274576
2019-08-29,south,348100
2019-08-29,east,295936
2019-08-29,west,312481
2019-08-30,north,342225
2019-08-30,south,259081
2019-08-30,east,292681
2019-08-30,west,309136
2019-08-31,north,314721
2019-08-31,south,320356
2019-08-31,east,339889
2019-08-31,west,295936
2019-09-01,north,354025
2019-09-01,south,323761
2019-09-01,east,256036
2019-09-01,west,271441
2019-09-02,north,321489
2019-09-02,south,286225
2019-09-02,east,283024
2019-09-02,west,286225
2019-09-03,north,327184
2019-09-03,south,273529
2019-09-03,east,330625
2019-09-03,west,264196
2019-09-04,north,318096
2019-09-04,south,270400
2019-09-04,east,255025
2019-09-04,west,303601
2019-09-05,north,294849
2019-09-05,south,309136
2019-09-05,east,320356
2019-09-05,west,312481
2019-09-06,north,251001
2019-09-06,south,350464
2019-09-06,east,253009
2019-09-06,west,308025
2019-09-07,north,314721
2019-09-07,south,260100
2019-09-07,east,352836
2019-09-07,west,278784
2019-09-08,north,337561
2019-09-08,south,267289
2019-09-08,east,291600
2019-09-08,west,356409
2019-09-09,north,311364
2019-09-09,south,358801
2019-09-09,east,349281
2019-09-09,west,283024
2019-09-10,north,290521
2019-09-10,south,345744
2019-09-10,east,295936
2019-09-10,west,252004
2019-09-11,north,261121
2019-09-11,south,312481
2019-09-11,east,338724
